Id,Status,Claster,AverageCorrectness,ReviewLen,ReviewLenPerVotes,NumOfVotes,NumOfComments
9299,merged,AllCorrect,0.662782,1.69479166667,0.847395833333,2,2
9303,merged,AllCorrect,0.753425,1.00934027778,0.504670138889,2,8
9305,merged,AllCorrect,0.333333,0.0218518518519,0.0109259259259,2,4
9307,merged,AllInCorrect,0.830986,0.456828703704,0.456828703704,1,2
9308,merged,AllCorrect,0.717174,1.52017361111,0.380043402778,4,5
9312,merged,AllCorrect,0.630435,0.389074074074,0.389074074074,1,15
9316,abandoned,AllCorrect,0.666667,5.0809837963,5.0809837963,1,2
9317,merged,AllCorrect,0.724490,7.16454861111,3.58227430556,2,5
9318,merged,AllCorrect,0.690141,9.24753472222,9.24753472222,1,2
9320,merged,AllCorrect,0.000000,0.0400115740741,0.0400115740741,1,3
9328,abandoned,AllInCorrect,0.678822,9.03805555556,4.51902777778,2,2
9330,merged,NotConsensus,0.622855,1.13491898148,0.567459490741,2,2
9333,merged,AllInCorrect,0.000000,0.687071759259,0.687071759259,1,2
9335,merged,AllCorrect,1.000000,1.8371412037,1.8371412037,1,2
9342,merged,AllCorrect,0.638298,0.784513888889,0.784513888889,1,5
9344,merged,AllInCorrect,0.791519,3.94741898148,3.94741898148,1,2
9347,merged,AllCorrect,0.545455,0.55943287037,0.55943287037,1,2
9348,merged,AllCorrect,0.850000,7.51368055556,3.75684027778,2,2
9349,abandoned,AllCorrect,0.878999,4.10435185185,4.10435185185,1,0
9354,merged,NotConsensus,0.804584,28.1007407407,14.0503703704,2,15
9356,abandoned,AllInCorrect,0.661017,0.0831944444444,0.0831944444444,1,1
9357,merged,NotConsensus,0.695783,15.2951041667,1.91188802083,8,17
9358,merged,AllCorrect,0.867925,0.124224537037,0.124224537037,1,4
9360,merged,AllCorrect,0.578947,0.155578703704,0.155578703704,1,1
9362,abandoned,AllInCorrect,0.687702,11.3784259259,5.68921296296,2,9
9365,merged,NotConsensus,0.703297,15.1490046296,7.57450231481,2,10
9367,merged,AllCorrect,0.454288,4.48045138889,2.24022569444,2,11
9368,merged,AllCorrect,0.454374,4.15008101852,4.15008101852,1,2
9371,merged,AllCorrect,0.322581,13.299224537,2.65984490741,5,8
