Id,Status,Claster,AverageCorrectness,ReviewLen,ReviewLenPerVotes,NumOfVotes,NumOfComments
7071,merged,AllCorrect,0.839080,0.716435185185,0.716435185185,1,0
7072,merged,AllCorrect,0.894632,0.801550925926,0.400775462963,2,1
7073,merged,AllCorrect,0.810811,0.797928240741,0.797928240741,1,0
7074,merged,AllCorrect,0.770492,0.103206018519,0.103206018519,1,1
7075,merged,AllCorrect,0.872414,0.628263888889,0.628263888889,1,0
7076,merged,AllCorrect,0.908873,4.71289351852,2.35644675926,2,2
7077,merged,AllCorrect,0.959596,6.77674768519,6.77674768519,1,2
7078,abandoned,AllCorrect,0.815700,0.560069444444,0.560069444444,1,1
7079,merged,AllCorrect,0.959799,0.718449074074,0.718449074074,1,0
7080,abandoned,AllCorrect,0.865672,4.79116898148,1.59705632716,3,5
7081,merged,AllCorrect,0.855072,0.71287037037,0.71287037037,1,0
7082,merged,AllCorrect,0.909308,4.65980324074,4.65980324074,1,0
7084,merged,AllCorrect,0.872633,0.16087962963,0.16087962963,1,3
7085,merged,AllCorrect,0.974359,0.709548611111,0.709548611111,1,0
7087,merged,AllCorrect,0.872852,0.0745949074074,0.0745949074074,1,0
7088,merged,AllCorrect,0.900000,0.238553240741,0.238553240741,1,1
7089,merged,AllCorrect,0.844444,0.0565277777778,0.0565277777778,1,0
7090,merged,AllCorrect,0.625000,3.1415162037,3.1415162037,1,0
7091,merged,AllCorrect,0.737705,4.3709375,2.18546875,2,2
7092,merged,AllCorrect,0.847826,0.0451851851852,0.0451851851852,1,0
7093,merged,AllCorrect,0.842105,0.000740740740741,0.000740740740741,1,0
7094,merged,AllCorrect,0.843750,0.00111111111111,0.00111111111111,1,0
7095,merged,AllCorrect,0.873070,2.30712962963,1.15356481481,2,2
7096,merged,AllCorrect,0.854077,12.0619791667,12.0619791667,1,4
7097,merged,AllCorrect,0.854701,63.1810185185,63.1810185185,1,10
7098,merged,AllCorrect,0.855319,63.1810185185,63.1810185185,1,11
7099,merged,AllCorrect,0.815385,4.03015046296,2.01507523148,2,1
7100,merged,AllCorrect,0.845361,0.00142361111111,0.00142361111111,1,0
7101,merged,AllCorrect,0.874087,0.151782407407,0.0758912037037,2,1
7102,merged,AllCorrect,0.740541,4.2075462963,4.2075462963,1,0
7103,merged,AllCorrect,0.848485,0.0003125,0.0003125,1,0
7104,merged,AllCorrect,0.871795,2.96013888889,1.48006944444,2,4
7105,merged,AllCorrect,0.872232,2.95645833333,1.47822916667,2,2
7106,merged,AllCorrect,0.872666,2.9546412037,2.9546412037,1,0
7107,merged,AllCorrect,0.872881,2.95097222222,1.47548611111,2,2
7108,merged,AllCorrect,0.833229,3.72581018519,1.86290509259,2,4
7109,merged,AllCorrect,0.873311,4.9416087963,4.9416087963,1,1
7110,merged,AllCorrect,0.902439,0.000960648148148,0.000960648148148,1,1
7111,merged,AllCorrect,0.903614,0.00107638888889,0.00107638888889,1,0
7112,merged,AllCorrect,0.873524,2.90642361111,2.90642361111,1,1
7113,merged,AllCorrect,0.903226,0.000138888888889,0.000138888888889,1,0
7114,merged,AllCorrect,0.820896,0.100914351852,0.100914351852,1,0
7115,merged,AllCorrect,0.690909,0.136701388889,0.136701388889,1,2
7116,merged,AllCorrect,0.823529,0.0352777777778,0.0352777777778,1,0
7117,merged,AllCorrect,0.889796,5.18584490741,5.18584490741,1,0
7118,merged,AllCorrect,0.955556,0.194375,0.194375,1,0
7119,merged,AllCorrect,0.875763,0.162233796296,0.0540779320988,3,1
7120,merged,AllCorrect,0.856115,0.000671296296296,0.000671296296296,1,0
7121,merged,AllCorrect,0.890244,0.191111111111,0.191111111111,1,0
7122,merged,AllCorrect,0.873737,0.0334837962963,0.0334837962963,1,0
7123,merged,AllCorrect,0.826087,0.0629050925926,0.0629050925926,1,1
7124,merged,AllCorrect,0.941799,0.279363425926,0.279363425926,1,0
7126,merged,AllCorrect,0.890688,0.000185185185185,0.000185185185185,1,0
7127,merged,AllCorrect,0.924901,0.215636574074,0.215636574074,1,0
7128,merged,AllCorrect,0.833333,0.300520833333,0.300520833333,1,0
7129,merged,AllCorrect,0.855601,5.15563657407,0.515563657407,10,7
7130,merged,AllCorrect,0.840000,0.00108796296296,0.00108796296296,1,1
7131,merged,AllCorrect,0.960000,0.00144675925926,0.00144675925926,1,1
7132,merged,AllCorrect,0.840909,0.000381944444444,0.000381944444444,1,0
7133,merged,AllCorrect,0.841808,0.000613425925926,0.000613425925926,1,0
7134,merged,AllCorrect,0.842697,0.00131944444444,0.00131944444444,1,0
7135,merged,AllCorrect,0.843575,0.00185185185185,0.00185185185185,1,0
7136,merged,NotConsensus,0.858662,5.96548611111,1.49137152778,4,3
7137,merged,AllCorrect,0.904255,0.0128125,0.0128125,1,2
7138,merged,AllCorrect,0.978022,0.0440972222222,0.0440972222222,1,0
7139,merged,AllCorrect,0.978261,0.0440972222222,0.0440972222222,1,0
7140,abandoned,AllInCorrect,0.914439,4.10009259259,2.0500462963,2,0
7141,merged,AllCorrect,0.891129,0.238958333333,0.238958333333,1,0
7142,abandoned,AllInCorrect,0.905263,0.0300810185185,0.0300810185185,1,0
7143,merged,AllCorrect,0.774194,0.0344560185185,0.0344560185185,1,1
7144,merged,AllCorrect,0.902439,2.99,2.99,1,0
7145,merged,AllCorrect,0.904762,7.03099537037,3.51549768519,2,1
7146,merged,AllCorrect,0.777778,0.0115393518519,0.0115393518519,1,0
7147,merged,NotConsensus,0.858931,2.9527662037,0.984255401235,3,4
7148,merged,AllCorrect,0.895833,0.000520833333333,0.000520833333333,1,0
7149,merged,AllCorrect,0.857143,0.000428240740741,0.000428240740741,1,0
7150,merged,AllCorrect,0.875000,0.0451388888889,0.0451388888889,1,1
7151,merged,AllCorrect,0.909091,6.06704861111,6.06704861111,1,0
7152,merged,AllCorrect,0.891566,0.0331597222222,0.0331597222222,1,0
7153,merged,AllCorrect,0.874372,2.88662037037,2.88662037037,1,0
7154,abandoned,AllCorrect,0.753333,6.78969907407,6.78969907407,1,0
7155,merged,AllCorrect,0.892000,5.11457175926,5.11457175926,1,0
7156,merged,AllCorrect,0.958333,5.25833333333,2.62916666667,2,1
7157,merged,AllCorrect,0.959016,0.0336805555556,0.0336805555556,1,0
7158,merged,AllCorrect,0.435714,0.663923611111,0.331961805556,2,0
7159,merged,AllCorrect,0.670455,3.10253472222,1.55126736111,2,0
7160,merged,AllCorrect,0.978495,6.94025462963,3.47012731481,2,2
7161,merged,AllCorrect,0.961538,0.143194444444,0.143194444444,1,0
7162,merged,AllCorrect,0.962264,0.143194444444,0.143194444444,1,0
7163,merged,AllCorrect,0.962963,0.143194444444,0.143194444444,1,0
7164,merged,AllCorrect,0.963636,0.14318287037,0.14318287037,1,0
7165,merged,AllCorrect,0.964286,0.14318287037,0.14318287037,1,0
7166,merged,AllCorrect,0.964912,0.14318287037,0.14318287037,1,0
7167,merged,AllCorrect,0.965517,0.14318287037,0.14318287037,1,0
7168,merged,AllCorrect,0.966102,0.14318287037,0.14318287037,1,0
7169,merged,AllCorrect,0.966667,0.14318287037,0.14318287037,1,0
7170,merged,AllCorrect,0.967213,0.143159722222,0.143159722222,1,0
7171,merged,AllCorrect,0.967742,0.143159722222,0.143159722222,1,0
7172,merged,AllCorrect,0.968254,0.143159722222,0.143159722222,1,0
7173,merged,AllCorrect,0.968750,0.143159722222,0.143159722222,1,0
7174,merged,AllCorrect,0.969231,0.143159722222,0.143159722222,1,0
7175,merged,AllCorrect,0.969697,0.143159722222,0.143159722222,1,0
7176,merged,AllCorrect,0.960199,0.00137731481481,0.00137731481481,1,0
7177,merged,AllCorrect,0.858156,0.00850694444444,0.00850694444444,1,0
7178,merged,AllCorrect,0.840659,9.88590277778,9.88590277778,1,0
7179,merged,AllCorrect,0.841530,9.89902777778,9.89902777778,1,1
7180,merged,AllCorrect,1.000000,0.0025,0.0025,1,0
7181,merged,AllCorrect,0.816327,0.245011574074,0.245011574074,1,1
7182,merged,AllCorrect,0.925197,3.850625,3.850625,1,4
7183,merged,AllCorrect,0.942105,1.29673611111,1.29673611111,1,0
7184,merged,AllCorrect,0.907216,2.95802083333,1.47901041667,2,0
7185,merged,AllCorrect,0.925490,0.00519675925926,0.00519675925926,1,0
7186,merged,AllCorrect,0.804348,0.00261574074074,0.00261574074074,1,0
7187,merged,AllCorrect,0.243083,2.94988425926,0.491647376543,6,4
7188,merged,AllCorrect,0.859155,0.00299768518519,0.00149884259259,2,0
7189,merged,AllCorrect,0.473684,0.329953703704,0.164976851852,2,0
7190,merged,AllCorrect,0.607234,77.181400463,38.5907002315,2,3
7191,merged,AllCorrect,0.586996,90.8882986111,22.7220746528,4,3
7192,merged,AllCorrect,0.593383,94.4032060185,23.6008015046,4,0
7193,merged,AllCorrect,0.690707,94.4031944444,7.26178418803,13,9
7194,merged,AllCorrect,0.594643,94.4031944444,11.8003993056,8,6
7195,merged,AllCorrect,0.565385,94.4031944444,11.8003993056,8,5
7196,merged,AllCorrect,0.540879,94.4031944444,10.4892438272,9,7
7197,merged,AllCorrect,0.550493,99.0756828704,6.60504552469,15,9
7198,merged,AllCorrect,0.498757,99.0756828704,6.1922301794,16,10
7199,abandoned,AllInCorrect,0.456984,166.010532407,41.5026331019,4,0
7200,abandoned,AllCorrect,0.423258,0.0891782407407,0.0445891203704,2,0
7201,merged,AllCorrect,0.861111,5.8908912037,1.96363040123,3,4
7202,merged,AllCorrect,1.000000,3.79952546296,3.79952546296,1,0
7203,merged,AllCorrect,0.814189,0.0709027777778,0.0709027777778,1,0
